Sample_ID,Line,Age,Date.of.differentiation,Region,Version,Condition,Glutamatergic_ODS,GABAergic_ODS,Non_neuronal_ODS,Dividing_Progenitor_ODS,Neural_Progenitor_ODS,Intermediate_Progenitor_ODS,Microglia_ODS,Glutamatergic_mean_RPKM,GABAergic_mean_RPKM,Non_neuronal_mean_RPKM,Dividing_Progenitor_mean_RPKM,Neural_Progenitor_mean_RPKM,Intermediate_Progenitor_mean_RPKM,Microglia_mean_RPKM,ER_stress_mean_RPKM,oxidative_stress_mean_RPKM,glycolytic_stress_mean_RPKM
21047XR-55-22,8858.3,30,December_2022,cortical,v0,baseline_feeding_schedule,0.15167587535398086,0.010737494544136084,0.3050135266096356,0.11758430433356037,0.22625338680187834,0.3958272142257818,0.008181602367168916,3.731561824840707,2.1311419439042565,1.6770181630990604,4.918852058831804,7.196671772397359,4.997388293321316,3.889057651474833,7.6616162761942475,22.67596695865718,21.040349329050503
21047XR-55-23,8858.3,30,December_2022,cortical,v0,baseline_feeding_schedule,0.13650581023515707,0.009400417697836116,0.3014645831674832,0.11582749373006884,0.24202243026506842,0.40742132339796333,0.018634071315898337,4.2776185389467365,2.5461499992548,1.7712693303897589,4.75943712799683,6.864989741909204,6.810166017347527,4.416946639690066,7.286058435082159,23.70438680866563,23.193853131186874
21047XR-55-24,8858.3,30,December_2022,cortical,v0,baseline_feeding_schedule,0.2108936406939259,0.02986676674548605,0.3013224008723203,0.08539307160146581,0.30288196101313736,0.25672885915538346,0.028761483567827262,3.6377754400666222,2.369881070459166,1.8181706200656487,4.714556482804706,7.286668812127715,6.541809145647115,4.593490193119341,7.745119665771071,22.9767742181416,30.303239061154837
21047XR-63-22,C4.1,30,December_2022,cortical,v0,baseline_feeding_schedule,0.21686916270894852,0.01224298105576882,0.29925697131379086,0.12404142548963737,0.2937847688347861,0.16467416164324034,0.046992875885313534,3.917009659465987,1.8182795563261207,1.3906575899378517,7.250031151114346,8.422717615774276,2.971782560811037,5.88746926263425,7.598385087165753,24.4904382875281,33.93012087546068
21047XR-63-23,C4.1,30,December_2022,cortical,v0,baseline_feeding_schedule,0.20864272807270234,0.009972732910443982,0.338189162554011,0.12234945437924805,0.31090637375070196,0.2611437492451406,0.08272654773685206,3.171040030261297,1.5861432544461307,1.3302678566717108,9.383341532449032,8.480935018209406,2.3492807349145832,6.896821709246791,8.322798375349095,27.849144210240077,38.4270105358123
21047XR-63-24,C4.1,30,December_2022,cortical,v0,baseline_feeding_schedule,0.02884433305206502,0.07927765623172678,0.2862085926043535,0.12626879511430777,0.24109108126723167,0.3688419079156885,0.06274586762560241,3.235327336080255,1.5332264058788854,1.298951148772919,8.976321385641894,8.34827322121961,2.431561267516258,7.021821856057268,8.298504477163105,28.62361586401962,35.714369797645546
21047R-94-16,C4.1,30,April_2023,spinal,v5,baseline_feeding_schedule,0.037887380494224354,0.07222306126200029,0.29888256356688037,0.1273910148865589,0.25017958199400137,0.3817811570732619,0.06512070662189662,27.429885408290993,12.472639642183603,0.8278078919410223,1.1361729439678625,4.797655796364368,1.0911853152074897,4.487843341569613,6.393283581181324,25.125145417630847,37.89220836586606
21047R-94-17,C4.1,30,April_2023,spinal,v5,baseline_feeding_schedule,0.028253994773304814,0.06533378163563297,0.3068876864174308,0.11814216010151224,0.2686940145337291,0.3790304805404512,0.06708243147480752,24.48696435825359,11.610624537193493,1.0151126186922153,1.7759140691333328,6.380428140235641,1.147804855504597,5.005716145789811,7.075996352472028,27.39999013874027,43.38992831918655
21047R-94-18,C4.1,30,April_2023,spinal,v5,baseline_feeding_schedule,0.18151827979565333,0.013214762567985261,0.4090485767555254,0.1876150478457993,0.3759889086238156,0.3669278773110456,0.32298592623783573,29.402098433723644,12.844130408608125,0.8161693313137701,1.2460914037144266,4.889673647268168,0.9538770938510847,5.208469246777916,6.4760201605807,28.634085513573176,37.91308943806288
21047R-94-22,8858.3,30,April_2023,cortical,v5,baseline_feeding_schedule,0.18108163540855193,0.038294963849903385,0.39580309021540483,0.14372505901953458,0.3976589843453795,0.049608601102493655,0.31109445851584994,3.6972668461784117,2.1973194299322163,1.7474369550690307,7.215191984381068,8.737788605969609,4.727066748886996,5.153511196008773,8.443799908603959,36.62114643585315,19.72052852267493
21047R-94-23,8858.3,30,April_2023,cortical,v5,baseline_feeding_schedule,0.16320673861096602,0.009869636254653091,0.4178611324877185,0.15841167963335367,0.4367826896548722,0.18717082076048053,0.3708352138025617,3.413852864807907,2.001610414058531,1.614574335266694,8.506848695518997,8.203674321922918,4.0260626861542175,4.8399283034909635,9.164648156712929,37.613136892723276,16.717804676328402
21047R-94-31,8858.3,30,April_2023,subpallial,v5,baseline_feeding_schedule,0.017074647171114066,0.1739366349385466,0.26396029616410976,0.13407757503286333,0.1803987660744335,0.336446301902497,0.13422551127811544,3.7045970914614945,3.2604604312693626,1.877672902294943,7.229951586349838,10.315963107836733,2.9044628406624273,4.594450562129343,8.194089764410608,31.125668223714527,28.93719974169032
21047R-94-32,8858.3,30,April_2023,subpallial,v5,baseline_feeding_schedule,0.03140689528295798,0.1735361969489354,0.27433330160488945,0.13895906673806335,0.17237990245321622,0.33545594421005975,0.12781788584353082,3.9628860056255966,3.306487398024833,1.940672367035064,7.192039458292975,10.066200712745792,3.439893824788002,4.536335932838869,7.546126147701595,31.47995112259512,24.698544389022082
21047R-94-33,8858.3,30,April_2023,subpallial,v5,baseline_feeding_schedule,0.03035199886684592,0.1749498447874499,0.2739889813726485,0.12735017294165496,0.1987802971322703,0.3274043486106144,0.1316071980611524,3.372251264509866,3.088537254307364,1.9787153584233523,7.0499139379704125,10.262467884651032,2.813686216927469,4.94468095404691,8.378992622595048,29.572814137998126,30.78403357949186
21047R-94-34,C4.1,30,April_2023,subpallial,v5,baseline_feeding_schedule,0.6882936688683545,0.4068877568852691,0.4156240662362863,0.03905385353829083,0.224494538072172,0.48029582704835255,0.0893789526361517,2.8477101990951326,3.4026784585574736,1.951513963667047,4.909194794661136,8.781725945378108,2.209676498437297,5.018805080262951,7.918279766695502,27.929960789519107,40.62272410080711
21047R-94-35,C4.1,30,April_2023,subpallial,v5,baseline_feeding_schedule,0.663334493521436,0.4083223145332824,0.42163569762669423,0.028532564814898298,0.2070841328736801,0.48987978975778945,0.09940110164874516,2.630096949114216,3.338648777524788,1.9944584936933498,4.923883714055098,9.20984481409598,2.4217486925225122,5.655380328738494,8.409126855632215,27.33287115680633,42.21959523872265
21047R-94-36,C4.1,30,April_2023,subpallial,v5,baseline_feeding_schedule,0.6522936919117206,0.36484410629735964,0.3969029530170716,0.06392757735981369,0.24660089203042046,0.4152640506846804,0.06852586579783415,3.561355570933142,3.3363371348885997,1.784905582265386,5.016288433558256,9.102729488187174,2.539298628682791,5.496388144159635,8.191283721695333,29.383694318791612,41.477300050655316
21047R-94-40,C4.1,30,April_2023,cortical,v5,baseline_feeding_schedule,0.68622280270401,0.4911538198100869,0.456312819035516,0.031889898665360183,0.168041865395666,0.5147801628901784,0.05889525016008457,3.889245394462503,2.1042457903927674,1.939337447474818,6.705448051165619,8.639003505156392,5.649417160190453,7.855752018369228,9.348892713689656,27.680176720367463,37.48963526469915
